name,value,year,lastValue,rank
michael,11651,144,11651,1
dwight,5350,144,5329,2
jim,5151,144,5122,3
pam,4138,144,4111,4
andy,2539,144,2505,5
kevin,1235,144,1226,6
angela,1160,144,1155,7
ryan,1127,144,1124,8
oscar,971,144,961,9
jan,866,144,866,10
kelly,842,144,829,11
phyllis,824,144,817,12
darryl,766,144,757,13
erin,752,144,716,14
toby,679,144,671,15
holly,616,144,616,16
stanley,564,144,560,17
meredith,468,144,459,18
david,376,144,376,19
creed,360,144,356,20
karen,340,144,340,21
gabe,315,144,305,22
deangelo,253,144,253,23
charles,222,144,222,24
roy,222,144,222,25
jo,195,144,195,26
robert,125,144,93,27
todd,103,144,103,28
clark,13,144,13,29
nellie,10,144,10,30
michael,11651,145,11651,1
dwight,5401,145,5350,2
jim,5195,145,5151,3
pam,4160,145,4138,4
andy,2595,145,2539,5
kevin,1245,145,1235,6
angela,1167,145,1160,7
ryan,1130,145,1127,8
oscar,982,145,971,9
jan,866,145,866,10
kelly,847,145,842,11
phyllis,826,145,824,12
darryl,782,145,766,13
erin,760,145,752,14
toby,687,145,679,15
holly,616,145,616,16
stanley,574,145,564,17
meredith,468,145,468,18
david,376,145,376,19
creed,360,145,360,20
karen,340,145,340,21
gabe,339,145,315,22
deangelo,253,145,253,23
charles,222,145,222,24
roy,222,145,222,25
jo,195,145,195,26
robert,160,145,125,27
todd,103,145,103,28
clark,13,145,13,29
nellie,10,145,10,30
michael,11651,146,11651,1
dwight,5456,146,5401,2
jim,5235,146,5195,3
pam,4226,146,4160,4
andy,2641,146,2595,5
kevin,1261,146,1245,6
angela,1167,146,1167,7
ryan,1136,146,1130,8
oscar,986,146,982,9
jan,866,146,866,10
kelly,854,146,847,11
phyllis,828,146,826,12
darryl,809,146,782,13
erin,773,146,760,14
toby,691,146,687,15
holly,616,146,616,16
stanley,574,146,574,17
meredith,468,146,468,18
david,376,146,376,19
creed,362,146,360,20
gabe,341,146,339,21
karen,340,146,340,22
deangelo,253,146,253,23
charles,222,146,222,24
roy,222,146,222,25
jo,195,146,195,26
robert,170,146,160,27
todd,103,146,103,28
clark,13,146,13,29
nellie,10,146,10,30
michael,11651,147,11651,1
dwight,5486,147,5456,2
jim,5260,147,5235,3
pam,4244,147,4226,4
andy,2699,147,2641,5
kevin,1279,147,1261,6
angela,1168,147,1167,7
ryan,1147,147,1136,8
oscar,1006,147,986,9
jan,866,147,866,10
kelly,859,147,854,11
phyllis,839,147,828,12
darryl,822,147,809,13
erin,790,147,773,14
toby,691,147,691,15
holly,616,147,616,16
stanley,578,147,574,17
meredith,469,147,468,18
david,376,147,376,19
creed,362,147,362,20
gabe,351,147,341,21
karen,340,147,340,22
deangelo,253,147,253,23
charles,222,147,222,24
roy,222,147,222,25
jo,195,147,195,26
robert,194,147,170,27
todd,103,147,103,28
clark,13,147,13,29
nellie,10,147,10,30
michael,11651,148,11651,1
dwight,5538,148,5486,2
jim,5289,148,5260,3
pam,4244,148,4244,4
andy,2759,148,2699,5
kevin,1281,148,1279,6
angela,1170,148,1168,7
ryan,1150,148,1147,8
oscar,1019,148,1006,9
jan,866,148,866,10
kelly,860,148,859,11
darryl,846,148,822,12
phyllis,842,148,839,13
erin,798,148,790,14
toby,694,148,691,15
holly,616,148,616,16
stanley,579,148,578,17
meredith,470,148,469,18
david,376,148,376,19
creed,364,148,362,20
gabe,355,148,351,21
karen,340,148,340,22
deangelo,253,148,253,23
robert,234,148,194,24
charles,222,148,222,25
roy,222,148,222,26
jo,195,148,195,27
todd,103,148,103,28
clark,13,148,13,29
nellie,10,148,10,30
michael,11651,149,11651,1
dwight,5566,149,5538,2
jim,5333,149,5289,3
pam,4244,149,4244,4
andy,2847,149,2759,5
kevin,1291,149,1281,6
angela,1172,149,1170,7
ryan,1160,149,1150,8
oscar,1028,149,1019,9
kelly,870,149,860,10
jan,866,149,866,11
darryl,856,149,846,12
phyllis,849,149,842,13
erin,836,149,798,14
toby,700,149,694,15
holly,616,149,616,16
stanley,584,149,579,17
meredith,488,149,470,18
david,376,149,376,19
creed,366,149,364,20
gabe,355,149,355,21
karen,340,149,340,22
robert,260,149,234,23
deangelo,253,149,253,24
charles,222,149,222,25
roy,222,149,222,26
jo,195,149,195,27
todd,103,149,103,28
clark,13,149,13,29
nellie,10,149,10,30
michael,11651,150,11651,1
dwight,5600,150,5566,2
jim,5352,150,5333,3
pam,4244,150,4244,4
andy,2891,150,2847,5
kevin,1310,150,1291,6
angela,1174,150,1172,7
ryan,1166,150,1160,8
oscar,1047,150,1028,9
kelly,878,150,870,10
darryl,866,150,856,11
jan,866,150,866,12
phyllis,852,150,849,13
erin,842,150,836,14
toby,700,150,700,15
holly,616,150,616,16
stanley,589,150,584,17
meredith,496,150,488,18
david,376,150,376,19
gabe,376,150,355,20
creed,367,150,366,21
karen,340,150,340,22
robert,276,150,260,23
deangelo,253,150,253,24
charles,222,150,222,25
roy,222,150,222,26
jo,195,150,195,27
todd,103,150,103,28
clark,13,150,13,29
nellie,10,150,10,30
michael,11651,151,11651,1
dwight,5647,151,5600,2
jim,5374,151,5352,3
pam,4244,151,4244,4
andy,2935,151,2891,5
kevin,1321,151,1310,6
angela,1179,151,1174,7
ryan,1176,151,1166,8
oscar,1059,151,1047,9
erin,900,151,842,10
kelly,884,151,878,11
darryl,876,151,866,12
jan,866,151,866,13
phyllis,855,151,852,14
toby,708,151,700,15
holly,616,151,616,16
stanley,596,151,589,17
meredith,505,151,496,18
gabe,385,151,376,19
david,376,151,376,20
creed,367,151,367,21
karen,340,151,340,22
robert,300,151,276,23
deangelo,253,151,253,24
charles,222,151,222,25
roy,222,151,222,26
jo,195,151,195,27
todd,103,151,103,28
clark,13,151,13,29
nellie,10,151,10,30
michael,11651,152,11651,1
dwight,5705,152,5647,2
jim,5447,152,5374,3
pam,4272,152,4244,4
andy,2983,152,2935,5
kevin,1333,152,1321,6
angela,1210,152,1179,7
ryan,1178,152,1176,8
oscar,1083,152,1059,9
erin,914,152,900,10
darryl,890,152,876,11
kelly,886,152,884,12
phyllis,867,152,855,13
jan,866,152,866,14
toby,713,152,708,15
holly,616,152,616,16
stanley,603,152,596,17
meredith,507,152,505,18
gabe,390,152,385,19
david,376,152,376,20
creed,372,152,367,21
karen,340,152,340,22
robert,300,152,300,23
deangelo,253,152,253,24
charles,222,152,222,25
roy,222,152,222,26
jo,195,152,195,27
todd,103,152,103,28
clark,13,152,13,29
nellie,10,152,10,30
michael,11651,153,11651,1
dwight,5772,153,5705,2
jim,5477,153,5447,3
pam,4301,153,4272,4
andy,3028,153,2983,5
kevin,1338,153,1333,6
angela,1218,153,1210,7
ryan,1190,153,1178,8
oscar,1087,153,1083,9
erin,929,153,914,10
darryl,913,153,890,11
kelly,894,153,886,12
phyllis,869,153,867,13
jan,866,153,866,14
toby,715,153,713,15
holly,616,153,616,16
stanley,610,153,603,17
meredith,509,153,507,18
gabe,390,153,390,19
david,376,153,376,20
creed,373,153,372,21
karen,340,153,340,22
robert,300,153,300,23
deangelo,253,153,253,24
charles,222,153,222,25
roy,222,153,222,26
jo,195,153,195,27
todd,103,153,103,28
clark,13,153,13,29
nellie,10,153,10,30
michael,11651,154,11651,1
dwight,5835,154,5772,2
jim,5509,154,5477,3
pam,4311,154,4301,4
andy,3050,154,3028,5
kevin,1340,154,1338,6
angela,1218,154,1218,7
ryan,1199,154,1190,8
oscar,1088,154,1087,9
erin,950,154,929,10
darryl,917,154,913,11
kelly,897,154,894,12
phyllis,869,154,869,13
jan,866,154,866,14
toby,715,154,715,15
stanley,623,154,610,16
holly,616,154,616,17
meredith,511,154,509,18
gabe,390,154,390,19
david,376,154,376,20
creed,375,154,373,21
karen,340,154,340,22
robert,300,154,300,23
deangelo,253,154,253,24
charles,222,154,222,25
roy,222,154,222,26
jo,195,154,195,27
todd,120,154,103,28
nellie,37,154,10,29
clark,13,154,13,30
michael,11651,155,11651,1
dwight,5895,155,5835,2
jim,5564,155,5509,3
pam,4327,155,4311,4
andy,3070,155,3050,5
kevin,1344,155,1340,6
angela,1230,155,1218,7
ryan,1219,155,1199,8
oscar,1098,155,1088,9
erin,969,155,950,10
darryl,931,155,917,11
kelly,905,155,897,12
phyllis,873,155,869,13
jan,866,155,866,14
toby,715,155,715,15
stanley,629,155,623,16
holly,616,155,616,17
meredith,511,155,511,18
gabe,396,155,390,19
david,376,155,376,20
creed,375,155,375,21
karen,340,155,340,22
robert,300,155,300,23
deangelo,253,155,253,24
charles,222,155,222,25
roy,222,155,222,26
jo,195,155,195,27
todd,131,155,120,28
nellie,61,155,37,29
clark,13,155,13,30
michael,11651,156,11651,1
dwight,5948,156,5895,2
jim,5592,156,5564,3
pam,4337,156,4327,4
andy,3098,156,3070,5
kevin,1352,156,1344,6
angela,1239,156,1230,7
ryan,1236,156,1219,8
oscar,1104,156,1098,9
erin,979,156,969,10
darryl,935,156,931,11
kelly,914,156,905,12
phyllis,875,156,873,13
jan,866,156,866,14
toby,733,156,715,15
stanley,630,156,629,16
holly,616,156,616,17
meredith,514,156,511,18
gabe,396,156,396,19
creed,376,156,375,20
david,376,156,376,21
karen,340,156,340,22
robert,300,156,300,23
deangelo,253,156,253,24
charles,222,156,222,25
roy,222,156,222,26
jo,195,156,195,27
todd,135,156,131,28
nellie,80,156,61,29
clark,13,156,13,30
michael,11651,157,11651,1
dwight,5993,157,5948,2
jim,5637,157,5592,3
pam,4347,157,4337,4
andy,3118,157,3098,5
kevin,1371,157,1352,6
angela,1242,157,1239,7
ryan,1238,157,1236,8
oscar,1108,157,1104,9
erin,994,157,979,10
darryl,961,157,935,11
kelly,917,157,914,12
phyllis,881,157,875,13
jan,866,157,866,14
toby,749,157,733,15
stanley,632,157,630,16
holly,616,157,616,17
meredith,515,157,514,18
gabe,397,157,396,19
creed,378,157,376,20
david,376,157,376,21
karen,340,157,340,22
robert,314,157,300,23
deangelo,253,157,253,24
charles,222,157,222,25
roy,222,157,222,26
jo,195,157,195,27
todd,144,157,135,28
nellie,92,157,80,29
clark,13,157,13,30
michael,11651,158,11651,1
dwight,6014,158,5993,2
jim,5675,158,5637,3
pam,4364,158,4347,4
andy,3151,158,3118,5
kevin,1379,158,1371,6
angela,1243,158,1242,7
ryan,1239,158,1238,8
oscar,1109,158,1108,9
erin,1027,158,994,10
darryl,968,158,961,11
kelly,918,158,917,12
phyllis,885,158,881,13
jan,866,158,866,14
toby,752,158,749,15
stanley,633,158,632,16
holly,616,158,616,17
meredith,517,158,515,18
gabe,397,158,397,19
creed,379,158,378,20
david,376,158,376,21
karen,340,158,340,22
robert,338,158,314,23
deangelo,253,158,253,24
charles,222,158,222,25
roy,222,158,222,26
jo,195,158,195,27
todd,144,158,144,28
nellie,134,158,92,29
clark,13,158,13,30
michael,11651,159,11651,1
dwight,6036,159,6014,2
jim,5714,159,5675,3
pam,4396,159,4364,4
andy,3199,159,3151,5
kevin,1383,159,1379,6
angela,1251,159,1243,7
ryan,1242,159,1239,8
oscar,1120,159,1109,9
erin,1052,159,1027,10
darryl,969,159,968,11
kelly,918,159,918,12
phyllis,894,159,885,13
jan,866,159,866,14
toby,752,159,752,15
stanley,634,159,633,16
holly,616,159,616,17
meredith,518,159,517,18
gabe,399,159,397,19
creed,382,159,379,20
david,376,159,376,21
robert,357,159,338,22
karen,340,159,340,23
deangelo,253,159,253,24
charles,222,159,222,25
roy,222,159,222,26
jo,195,159,195,27
nellie,156,159,134,28
todd,144,159,144,29
clark,13,159,13,30
michael,11651,160,11651,1
dwight,6052,160,6036,2
jim,5733,160,5714,3
pam,4425,160,4396,4
andy,3253,160,3199,5
kevin,1392,160,1383,6
ryan,1272,160,1242,7
angela,1258,160,1251,8
oscar,1127,160,1120,9
erin,1077,160,1052,10
darryl,974,160,969,11
kelly,931,160,918,12
phyllis,904,160,894,13
jan,866,160,866,14
toby,753,160,752,15
stanley,635,160,634,16
holly,616,160,616,17
meredith,519,160,518,18
gabe,403,160,399,19
creed,385,160,382,20
david,376,160,376,21
robert,376,160,357,22
karen,340,160,340,23
deangelo,253,160,253,24
charles,222,160,222,25
roy,222,160,222,26
jo,195,160,195,27
nellie,192,160,156,28
todd,144,160,144,29
clark,13,160,13,30
michael,11651,161,11651,1
dwight,6067,161,6052,2
jim,5757,161,5733,3
pam,4447,161,4425,4
andy,3294,161,3253,5
kevin,1410,161,1392,6
ryan,1289,161,1272,7
angela,1262,161,1258,8
oscar,1143,161,1127,9
erin,1084,161,1077,10
darryl,988,161,974,11
kelly,931,161,931,12
phyllis,905,161,904,13
jan,866,161,866,14
toby,753,161,753,15
stanley,636,161,635,16
holly,616,161,616,17
meredith,521,161,519,18
gabe,403,161,403,19
robert,389,161,376,20
creed,386,161,385,21
david,381,161,376,22
karen,340,161,340,23
deangelo,253,161,253,24
charles,222,161,222,25
roy,222,161,222,26
nellie,209,161,192,27
jo,195,161,195,28
todd,144,161,144,29
clark,13,161,13,30
michael,11651,162,11651,1
dwight,6123,162,6067,2
jim,5805,162,5757,3
pam,4470,162,4447,4
andy,3322,162,3294,5
kevin,1411,162,1410,6
ryan,1289,162,1289,7
angela,1265,162,1262,8
oscar,1144,162,1143,9
erin,1092,162,1084,10
darryl,988,162,988,11
kelly,931,162,931,12
phyllis,906,162,905,13
jan,866,162,866,14
toby,760,162,753,15
stanley,637,162,636,16
holly,616,162,616,17
meredith,521,162,521,18
robert,422,162,389,19
gabe,416,162,403,20
creed,387,162,386,21
david,385,162,381,22
karen,340,162,340,23
deangelo,253,162,253,24
nellie,224,162,209,25
charles,222,162,222,26
roy,222,162,222,27
jo,195,162,195,28
todd,144,162,144,29
clark,13,162,13,30
michael,11651,163,11651,1
dwight,6150,163,6123,2
jim,5836,163,5805,3
pam,4492,163,4470,4
andy,3371,163,3322,5
kevin,1414,163,1411,6
ryan,1289,163,1289,7
angela,1285,163,1265,8
oscar,1155,163,1144,9
erin,1101,163,1092,10
darryl,1003,163,988,11
kelly,935,163,931,12
phyllis,911,163,906,13
jan,866,163,866,14
toby,765,163,760,15
stanley,638,163,637,16
holly,616,163,616,17
meredith,523,163,521,18
robert,437,163,422,19
gabe,418,163,416,20
david,402,163,385,21
creed,388,163,387,22
karen,340,163,340,23
deangelo,253,163,253,24
nellie,243,163,224,25
charles,222,163,222,26
roy,222,163,222,27
jo,195,163,195,28
todd,144,163,144,29
clark,13,163,13,30
michael,11651,164,11651,1
dwight,6192,164,6150,2
jim,5857,164,5836,3
pam,4511,164,4492,4
andy,3404,164,3371,5
kevin,1421,164,1414,6
angela,1301,164,1285,7
ryan,1290,164,1289,8
oscar,1164,164,1155,9
erin,1105,164,1101,10
darryl,1006,164,1003,11
kelly,937,164,935,12
phyllis,912,164,911,13
jan,866,164,866,14
toby,776,164,765,15
stanley,641,164,638,16
holly,616,164,616,17
meredith,525,164,523,18
robert,437,164,437,19
gabe,418,164,418,20
david,403,164,402,21
creed,389,164,388,22
karen,340,164,340,23
deangelo,253,164,253,24
nellie,253,164,243,25
charles,222,164,222,26
roy,222,164,222,27
jo,195,164,195,28
todd,144,164,144,29
clark,35,164,13,30
michael,11651,165,11651,1
dwight,6223,165,6192,2
jim,5896,165,5857,3
pam,4545,165,4511,4
andy,3437,165,3404,5
kevin,1431,165,1421,6
angela,1308,165,1301,7
ryan,1290,165,1290,8
oscar,1169,165,1164,9
erin,1136,165,1105,10
darryl,1017,165,1006,11
kelly,937,165,937,12
phyllis,913,165,912,13
jan,866,165,866,14
toby,781,165,776,15
stanley,642,165,641,16
holly,616,165,616,17
meredith,526,165,525,18
robert,437,165,437,19
gabe,418,165,418,20
david,403,165,403,21
creed,393,165,389,22
karen,340,165,340,23
nellie,284,165,253,24
deangelo,253,165,253,25
roy,233,165,222,26
charles,222,165,222,27
jo,195,165,195,28
todd,144,165,144,29
clark,57,165,35,30
michael,11651,166,11651,1
dwight,6247,166,6223,2
jim,5915,166,5896,3
pam,4580,166,4545,4
andy,3481,166,3437,5
kevin,1434,166,1431,6
angela,1310,166,1308,7
ryan,1290,166,1290,8
oscar,1176,166,1169,9
erin,1157,166,1136,10
darryl,1048,166,1017,11
kelly,937,166,937,12
phyllis,916,166,913,13
jan,866,166,866,14
toby,781,166,781,15
stanley,644,166,642,16
holly,616,166,616,17
meredith,527,166,526,18
robert,437,166,437,19
gabe,418,166,418,20
david,403,166,403,21
creed,393,166,393,22
karen,340,166,340,23
nellie,319,166,284,24
deangelo,253,166,253,25
roy,233,166,233,26
charles,222,166,222,27
jo,195,166,195,28
todd,144,166,144,29
clark,61,166,57,30
michael,11651,167,11651,1
dwight,6287,167,6247,2
jim,5975,167,5915,3
pam,4609,167,4580,4
andy,3522,167,3481,5
kevin,1451,167,1434,6
angela,1315,167,1310,7
ryan,1290,167,1290,8
oscar,1189,167,1176,9
erin,1168,167,1157,10
darryl,1059,167,1048,11
kelly,937,167,937,12
phyllis,922,167,916,13
jan,866,167,866,14
toby,783,167,781,15
stanley,655,167,644,16
holly,616,167,616,17
meredith,534,167,527,18
robert,437,167,437,19
gabe,418,167,418,20
david,403,167,403,21
creed,396,167,393,22
nellie,346,167,319,23
karen,340,167,340,24
deangelo,253,167,253,25
roy,233,167,233,26
charles,222,167,222,27
jo,195,167,195,28
todd,144,167,144,29
clark,73,167,61,30
michael,11651,168,11651,1
dwight,6326,168,6287,2
jim,6010,168,5975,3
pam,4641,168,4609,4
andy,3572,168,3522,5
kevin,1453,168,1451,6
angela,1321,168,1315,7
ryan,1290,168,1290,8
erin,1192,168,1168,9
oscar,1192,168,1189,10
darryl,1065,168,1059,11
kelly,937,168,937,12
phyllis,922,168,922,13
jan,866,168,866,14
toby,788,168,783,15
stanley,657,168,655,16
holly,616,168,616,17
meredith,539,168,534,18
robert,437,168,437,19
gabe,418,168,418,20
david,403,168,403,21
creed,399,168,396,22
nellie,367,168,346,23
karen,340,168,340,24
deangelo,253,168,253,25
roy,233,168,233,26
charles,222,168,222,27
jo,195,168,195,28
todd,144,168,144,29
clark,78,168,73,30
michael,11651,169,11651,1
dwight,6360,169,6326,2
jim,6019,169,6010,3
pam,4652,169,4641,4
andy,3626,169,3572,5
kevin,1478,169,1453,6
angela,1333,169,1321,7
ryan,1290,169,1290,8
erin,1232,169,1192,9
oscar,1219,169,1192,10
darryl,1069,169,1065,11
kelly,937,169,937,12
phyllis,922,169,922,13
jan,866,169,866,14
toby,797,169,788,15
stanley,657,169,657,16
holly,616,169,616,17
meredith,542,169,539,18
robert,437,169,437,19
gabe,418,169,418,20
david,410,169,403,21
creed,400,169,399,22
nellie,383,169,367,23
karen,340,169,340,24
deangelo,253,169,253,25
roy,233,169,233,26
charles,222,169,222,27
jo,195,169,195,28
todd,144,169,144,29
clark,78,169,78,30
michael,11651,170,11651,1
dwight,6413,170,6360,2
jim,6041,170,6019,3
pam,4697,170,4652,4
andy,3635,170,3626,5
kevin,1481,170,1478,6
angela,1354,170,1333,7
ryan,1290,170,1290,8
erin,1250,170,1232,9
oscar,1240,170,1219,10
darryl,1072,170,1069,11
kelly,937,170,937,12
phyllis,936,170,922,13
jan,891,170,866,14
toby,802,170,797,15
stanley,657,170,657,16
holly,616,170,616,17
meredith,546,170,542,18
robert,437,170,437,19
gabe,418,170,418,20
david,416,170,410,21
creed,401,170,400,22
nellie,389,170,383,23
karen,340,170,340,24
deangelo,253,170,253,25
roy,233,170,233,26
charles,222,170,222,27
jo,195,170,195,28
todd,144,170,144,29
clark,82,170,78,30
michael,11651,171,11651,1
dwight,6470,171,6413,2
jim,6070,171,6041,3
pam,4714,171,4697,4
andy,3635,171,3635,5
kevin,1497,171,1481,6
angela,1406,171,1354,7
ryan,1290,171,1290,8
oscar,1262,171,1240,9
erin,1256,171,1250,10
darryl,1078,171,1072,11
phyllis,948,171,936,12
kelly,937,171,937,13
jan,891,171,891,14
toby,810,171,802,15
stanley,671,171,657,16
holly,616,171,616,17
meredith,554,171,546,18
robert,437,171,437,19
david,419,171,416,20
gabe,418,171,418,21
creed,404,171,401,22
nellie,398,171,389,23
karen,340,171,340,24
deangelo,253,171,253,25
roy,233,171,233,26
charles,222,171,222,27
jo,195,171,195,28
todd,144,171,144,29
clark,82,171,82,30
michael,11651,172,11651,1
dwight,6529,172,6470,2
jim,6128,172,6070,3
pam,4746,172,4714,4
andy,3635,172,3635,5
kevin,1510,172,1497,6
angela,1417,172,1406,7
ryan,1290,172,1290,8
erin,1280,172,1256,9
oscar,1269,172,1262,10
darryl,1095,172,1078,11
phyllis,958,172,948,12
kelly,937,172,937,13
jan,891,172,891,14
toby,821,172,810,15
stanley,676,172,671,16
holly,616,172,616,17
meredith,559,172,554,18
robert,437,172,437,19
david,419,172,419,20
gabe,418,172,418,21
nellie,409,172,398,22
creed,406,172,404,23
karen,340,172,340,24
deangelo,253,172,253,25
roy,233,172,233,26
charles,222,172,222,27
jo,195,172,195,28
todd,144,172,144,29
clark,82,172,82,30
michael,11651,173,11651,1
dwight,6547,173,6529,2
jim,6156,173,6128,3
pam,4790,173,4746,4
andy,3635,173,3635,5
kevin,1524,173,1510,6
angela,1433,173,1417,7
erin,1306,173,1280,8
ryan,1290,173,1290,9
oscar,1279,173,1269,10
darryl,1110,173,1095,11
phyllis,966,173,958,12
kelly,937,173,937,13
jan,891,173,891,14
toby,821,173,821,15
stanley,680,173,676,16
holly,616,173,616,17
meredith,581,173,559,18
robert,437,173,437,19
david,419,173,419,20
gabe,418,173,418,21
nellie,418,173,409,22
creed,410,173,406,23
karen,340,173,340,24
deangelo,253,173,253,25
roy,233,173,233,26
charles,222,173,222,27
jo,195,173,195,28
todd,144,173,144,29
clark,82,173,82,30
michael,11651,174,11651,1
dwight,6588,174,6547,2
jim,6174,174,6156,3
pam,4813,174,4790,4
andy,3635,174,3635,5
kevin,1543,174,1524,6
angela,1446,174,1433,7
erin,1317,174,1306,8
oscar,1298,174,1279,9
ryan,1290,174,1290,10
darryl,1129,174,1110,11
phyllis,972,174,966,12
kelly,937,174,937,13
jan,891,174,891,14
toby,821,174,821,15
stanley,684,174,680,16
holly,616,174,616,17
meredith,587,174,581,18
robert,437,174,437,19
nellie,427,174,418,20
david,419,174,419,21
gabe,418,174,418,22
creed,413,174,410,23
karen,340,174,340,24
deangelo,253,174,253,25
roy,233,174,233,26
charles,222,174,222,27
jo,195,174,195,28
todd,144,174,144,29
clark,117,174,82,30
michael,11651,175,11651,1
dwight,6632,175,6588,2
jim,6211,175,6174,3
pam,4861,175,4813,4
andy,3635,175,3635,5
kevin,1553,175,1543,6
angela,1452,175,1446,7
erin,1335,175,1317,8
oscar,1306,175,1298,9
ryan,1290,175,1290,10
darryl,1153,175,1129,11
phyllis,975,175,972,12
kelly,937,175,937,13
jan,891,175,891,14
toby,828,175,821,15
stanley,685,175,684,16
holly,616,175,616,17
meredith,589,175,587,18
nellie,451,175,427,19
robert,437,175,437,20
david,419,175,419,21
gabe,418,175,418,22
creed,415,175,413,23
karen,340,175,340,24
deangelo,253,175,253,25
roy,233,175,233,26
charles,222,175,222,27
jo,195,175,195,28
todd,144,175,144,29
clark,118,175,117,30
michael,11651,176,11651,1
dwight,6720,176,6632,2
jim,6256,176,6211,3
pam,4886,176,4861,4
andy,3635,176,3635,5
kevin,1554,176,1553,6
angela,1453,176,1452,7
erin,1337,176,1335,8
oscar,1308,176,1306,9
ryan,1290,176,1290,10
darryl,1155,176,1153,11
phyllis,975,176,975,12
kelly,937,176,937,13
jan,891,176,891,14
toby,828,176,828,15
stanley,687,176,685,16
holly,616,176,616,17
meredith,594,176,589,18
nellie,454,176,451,19
robert,437,176,437,20
david,428,176,419,21
gabe,418,176,418,22
creed,415,176,415,23
karen,340,176,340,24
deangelo,253,176,253,25
roy,233,176,233,26
charles,222,176,222,27
jo,195,176,195,28
clark,151,176,118,29
todd,144,176,144,30
michael,11651,177,11651,1
dwight,6757,177,6720,2
jim,6286,177,6256,3
pam,4943,177,4886,4
andy,3635,177,3635,5
kevin,1560,177,1554,6
angela,1468,177,1453,7
erin,1347,177,1337,8
oscar,1320,177,1308,9
ryan,1290,177,1290,10
darryl,1190,177,1155,11
phyllis,976,177,975,12
kelly,937,177,937,13
jan,891,177,891,14
toby,831,177,828,15
stanley,687,177,687,16
holly,616,177,616,17
meredith,595,177,594,18
nellie,463,177,454,19
robert,437,177,437,20
david,428,177,428,21
gabe,418,177,418,22
creed,416,177,415,23
karen,340,177,340,24
deangelo,253,177,253,25
roy,233,177,233,26
charles,222,177,222,27
jo,195,177,195,28
clark,155,177,151,29
todd,144,177,144,30
michael,11651,178,11651,1
dwight,6789,178,6757,2
jim,6312,178,6286,3
pam,4971,178,4943,4
andy,3697,178,3635,5
kevin,1566,178,1560,6
angela,1472,178,1468,7
erin,1373,178,1347,8
oscar,1327,178,1320,9
ryan,1290,178,1290,10
darryl,1193,178,1190,11
phyllis,982,178,976,12
kelly,937,178,937,13
jan,899,178,891,14
toby,831,178,831,15
stanley,688,178,687,16
holly,616,178,616,17
meredith,597,178,595,18
nellie,470,178,463,19
david,438,178,428,20
robert,437,178,437,21
gabe,418,178,418,22
creed,416,178,416,23
karen,340,178,340,24
deangelo,253,178,253,25
roy,233,178,233,26
charles,222,178,222,27
jo,195,178,195,28
clark,164,178,155,29
todd,144,178,144,30
michael,11651,179,11651,1
dwight,6833,179,6789,2
jim,6340,179,6312,3
pam,5026,179,4971,4
andy,3780,179,3697,5
kevin,1571,179,1566,6
angela,1514,179,1472,7
erin,1406,179,1373,8
oscar,1335,179,1327,9
ryan,1290,179,1290,10
darryl,1198,179,1193,11
phyllis,992,179,982,12
kelly,937,179,937,13
jan,899,179,899,14
toby,846,179,831,15
stanley,693,179,688,16
holly,616,179,616,17
meredith,604,179,597,18
nellie,478,179,470,19
david,454,179,438,20
gabe,438,179,418,21
robert,437,179,437,22
creed,420,179,416,23
karen,340,179,340,24
deangelo,253,179,253,25
roy,233,179,233,26
charles,222,179,222,27
jo,195,179,195,28
clark,173,179,164,29
todd,144,179,144,30
michael,11651,180,11651,1
dwight,6884,180,6833,2
jim,6346,180,6340,3
pam,5047,180,5026,4
andy,3785,180,3780,5
kevin,1583,180,1571,6
angela,1522,180,1514,7
erin,1410,180,1406,8
oscar,1346,180,1335,9
ryan,1290,180,1290,10
darryl,1199,180,1198,11
phyllis,1000,180,992,12
kelly,937,180,937,13
jan,899,180,899,14
toby,846,180,846,15
stanley,695,180,693,16
holly,616,180,616,17
meredith,607,180,604,18
nellie,480,180,478,19
david,454,180,454,20
gabe,438,180,438,21
robert,437,180,437,22
creed,423,180,420,23
karen,340,180,340,24
deangelo,253,180,253,25
roy,233,180,233,26
charles,222,180,222,27
jo,195,180,195,28
clark,178,180,173,29
todd,158,180,144,30
michael,11651,181,11651,1
dwight,6921,181,6884,2
jim,6377,181,6346,3
pam,5089,181,5047,4
andy,3796,181,3785,5
kevin,1592,181,1583,6
angela,1555,181,1522,7
erin,1413,181,1410,8
oscar,1376,181,1346,9
ryan,1307,181,1290,10
darryl,1211,181,1199,11
phyllis,1006,181,1000,12
kelly,937,181,937,13
jan,899,181,899,14
toby,848,181,846,15
stanley,700,181,695,16
holly,616,181,616,17
meredith,610,181,607,18
nellie,484,181,480,19
david,454,181,454,20
gabe,438,181,438,21
robert,437,181,437,22
creed,423,181,423,23
karen,340,181,340,24
deangelo,253,181,253,25
roy,233,181,233,26
charles,222,181,222,27
clark,201,181,178,28
jo,195,181,195,29
todd,158,181,158,30
michael,11651,182,11651,1
dwight,6982,182,6921,2
jim,6392,182,6377,3
pam,5098,182,5089,4
andy,3827,182,3796,5
kevin,1597,182,1592,6
angela,1559,182,1555,7
erin,1423,182,1413,8
oscar,1383,182,1376,9
ryan,1307,182,1307,10
darryl,1211,182,1211,11
phyllis,1011,182,1006,12
kelly,937,182,937,13
jan,899,182,899,14
